adresse,num,proprio[global],collectif,sexe,statut_femme,proprio_titre*,proprio_particule*,proprio_name*,proprio_ad,proprio_numAd,commune_propio,proprio_region*,Pays,same_place*,commentaire,x_dom,y_dom,postcode_en2020_dom,source_dom,url_dom,score_dom
avenue d’Italie,142,Carlat,,,,-0,-0,Carlat,avenue Italie,142,Paris,Paris,France,oui,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=142+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,144,Mercier,,,,-0,-0,Mercier,avenue Italie,144,Paris,Paris,France,oui,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=144+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,146,Nisoul (Mme),,F,Mme,-0,-0,Nisoul,rue Berthollet,24,Paris,Paris,France,non,,2.345605,48.83869,75005,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=24+rue+Berthollet&lat=48.8566&lon=2.3522&limit=100,0.8772841076126205
avenue d’Italie,148,Conrat,,,,-0,-0,Conrat,avenue Italie,148,Paris,Paris,France,oui,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=148+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,150,Deschamps (Melle),,F,Melle,-0,-0,Deschamps,rue Commerce,33,Paris,Paris,France,non,,2.296371,48.847452,75015,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=33+rue+Commerce&lat=48.8566&lon=2.3522&limit=100,0.7502067658028045
avenue d’Italie,152,Guignan (Melle),,F,Melle,-0,-0,Guignan,avenue Italie,152,Paris,Paris,France,oui,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=152+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,154,Mailly,,,,-0,-0,Mailly,avenue Italie,154,Paris,Paris,France,oui,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=154+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,156,Tavernier,,,,-0,-0,Tavernier,avenue Italie,156,Paris,Paris,France,oui,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=156+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,158,Trombert,,,,-0,-0,Trombert,avenue Italie,192,Paris,Paris,France,non,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=192+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,160,Civry (Vve),,F,Veuve,-0,-0,Civry,avenue Italie,160,Paris,Paris,France,oui,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=160+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,162,Bancherel,,,,-0,-0,Bancherel,rue Passy,27,Paris,Paris,France,non,,2.282058,48.858069,75016,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=27+rue+Passy&lat=48.8566&lon=2.3522&limit=100,0.7201250835649646
avenue d’Italie,164,Boucher,,,,-0,-0,Boucher,avenue Italie,164,Paris,Paris,France,oui,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=164+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,166,Boulland,,,,-0,-0,Boulland,avenue Italie,168,Paris,Paris,France,non,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=168+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,168,Boulland,,,,-0,-0,Boulland,avenue Italie,168,Paris,Paris,France,oui,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=168+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,170,Roussel (Mme),,F,Mme,-0,-0,Roussel,avenue Clichy,160,Paris,Paris,France,non,,2.312494,48.894649,75017,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=160+avenue+Clichy&lat=48.8566&lon=2.3522&limit=100,0.4212225773833068
avenue d’Italie,172,Guillemont,,,,-0,-0,Guillemont,avenue Italie,172 à 178,Paris,Paris,France,non,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=172+à+178+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4100692053300657
avenue d’Italie,174,Guillemont,,,,-0,-0,Guillemont,avenue Italie,172 à 178,Paris,Paris,France,non,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=172+à+178+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4100692053300657
avenue d’Italie,176,Guillemont,,,,-0,-0,Guillemont,avenue Italie,172 à 178,Paris,Paris,France,non,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=172+à+178+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4100692053300657
avenue d’Italie,178,Guillemont,,,,-0,-0,Guillemont,avenue Italie,172 à 178,Paris,Paris,France,non,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=172+à+178+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4100692053300657
avenue d’Italie,180,Pernot,,,,-0,-0,Pernot,avenue Dame Blanche,52,,Seine,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=52+avenue+Dame+Blanche&lat=48.8566&lon=2.3522&limit=100,
avenue d’Italie,182,Thuillier,,,,-0,-0,Thuillier,-0,Vuiz-Faberge (Haute-Savoie),,Haute-Savoie,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Vuiz-Faberge+(Haute-Savoie)+-0&lat=48.8566&lon=2.3522&limit=100,
avenue d’Italie,184,Kirch,,,,-0,-0,Kirch,avenue Italie,184,Paris,Paris,France,oui,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=184+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,186,Dagousset (Mme),,F,Mme,-0,-0,Dagousset,rue Frileuse,21,,Seine,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=21+rue+Frileuse&lat=48.8566&lon=2.3522&limit=100,
avenue d’Italie,188,Cazes,,,,-0,-0,Cazes,rue Mathis,26,Paris,Paris,France,non,,2.374166,48.891105,75019,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=26+rue+Mathis&lat=48.8566&lon=2.3522&limit=100,0.8816350024738867
avenue d’Italie,190,Dumont,,,,-0,-0,Dumont,avenue Italie,141,Paris,Paris,France,non,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=141+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
avenue d’Italie,192,Trombert,,,,-0,-0,Trombert,avenue Italie,192,Paris,Paris,France,oui,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=192+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4314977767586372
boulevard d’Italie,3,Leau,,,,-0,-0,Leau,rue Chevaleret,169,Paris,Paris,France,non,,2.369881,48.833101,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=169+rue+Chevaleret&lat=48.8566&lon=2.3522&limit=100,0.7693168173000963
boulevard d’Italie,5,Leau,,,,-0,-0,Leau,rue Chevaleret,169,Paris,Paris,France,non,,2.369881,48.833101,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=169+rue+Chevaleret&lat=48.8566&lon=2.3522&limit=100,0.7693168173000963
boulevard d’Italie,7,Adhenet (Vve),,F,Veuve,-0,-0,Adhenet,avenue Italie,5bis,Paris,Paris,France,non,,2.35998,48.818645,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=5bis+avenue+Italie&lat=48.8566&lon=2.3522&limit=100,0.4218203574037984
boulevard d’Italie,9,Baute,,,,-0,-0,Baute,avenue Orléans,29,Paris,Paris,France,non,,2.325818,48.821184,75014,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=29+avenue+Orléans&lat=48.8566&lon=2.3522&limit=100,0.45529145753333966
boulevard d’Italie,11,Pugnetti,,,,-0,-0,Pugnetti,rue Claude Bernard,47,Paris,Paris,France,non,,2.345668,48.840314,75005,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=47+rue+Claude+Bernard&lat=48.8566&lon=2.3522&limit=100,0.8773070792683274
boulevard d’Italie,13,Pugnetti,,,,-0,-0,Pugnetti,rue Claude Bernard,47,Paris,Paris,France,non,,2.345668,48.840314,75005,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=47+rue+Claude+Bernard&lat=48.8566&lon=2.3522&limit=100,0.8773070792683274
boulevard d’Italie,15,Auzolle (Vve),,F,Veuve,-0,-0,Auzolle,rue Jeanne d’Arc,2,Paris,Paris,France,non,,2.369868,48.828815,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=2+rue+Jeanne+d’Arc&lat=48.8566&lon=2.3522&limit=100,0.8817267730215527
boulevard d’Italie,17,Ville de Paris,Etat,,,-0,-0,Ville de Paris,-0,-0,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=-0+-0&lat=48.8566&lon=2.3522&limit=100,
boulevard d’Italie,19,Ville de Paris,Etat,,,-0,-0,Ville de Paris,-0,-0,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=-0+-0&lat=48.8566&lon=2.3522&limit=100,
boulevard d’Italie,21,Foix,,,,-0,-0,Foix,-0,Nogent-le-Rotrou,,Eure-et-Loir,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Nogent-le-Rotrou+-0&lat=48.8566&lon=2.3522&limit=100,
boulevard d’Italie,23,Aubry,,,,-0,-0,Aubry,-0,Savigny s/Orge,,Seine-et-Oise,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Savigny+s/Orge+-0&lat=48.8566&lon=2.3522&limit=100,
boulevard d’Italie,25,Ozéré,,,,-0,-0,Ozéré,-0,Provins,,Seine-et-Marne,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Provins+-0&lat=48.8566&lon=2.3522&limit=100,
boulevard d’Italie,27,Joube,,,,-0,-0,Joube,rue Belleville,153,Paris,Paris,France,non,,2.377414,48.87211,75020,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=153+rue+Belleville&lat=48.8566&lon=2.3522&limit=100,0.6196979912366066
boulevard d’Italie,29,Contepoix de Blay,,,,-0,-0,Contepoix de Blay,passage Alphand,17,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=17+passage+Alphand&lat=48.8566&lon=2.3522&limit=100,
boulevard d’Italie,31,Villatte,,,,-0,-0,Villatte,boulevard Italie,31,Paris,Paris,France,oui,,2.338777,48.871936,75009,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=31+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5960815359593105
boulevard d’Italie,33,Guibert,,,,-0,-0,Guibert,boulevard Italie,33,Paris,Paris,France,oui,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=33+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,35,Héry,,,,-0,-0,Héry,rue Monge,29bis,Paris,Paris,France,non,,2.351903,48.846574,75005,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=29bis+rue+Monge&lat=48.8566&lon=2.3522&limit=100,0.7367573976104335
boulevard d’Italie,37,Piel,,,,-0,-0,Piel,rue Cinq Diamants,8,Paris,Paris,France,non,,2.35165,48.82959,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=8+rue+Cinq+Diamants&lat=48.8566&lon=2.3522&limit=100,0.7454359224230416
boulevard d’Italie,39,Laurent,,,,-0,-0,Laurent,avenue Choisy,215,Paris,Paris,France,non,,2.366293,48.817737,75013,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=215+avenue+Choisy&lat=48.8566&lon=2.3522&limit=100,0.42176742360168756
boulevard d’Italie,41,Goudard et Mme Chevallier,,,,-0,-0,Goudard et Mme Chevallier,boulevard Italie,41,Paris,Paris,France,oui,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=41+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,43,Lenoir,,,,-0,-0,Lenoir,boulevard Italie,43,Paris,Paris,France,oui,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=43+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,45,Lenoir,,,,-0,-0,Lenoir,boulevard Italie,43,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=43+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,47,Labassé,,,,-0,-0,Labassé,-0,Brie-Cte-Robert,,Seine-et-Marne,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=Brie-Cte-Robert+-0&lat=48.8566&lon=2.3522&limit=100,
boulevard d’Italie,49,Delvert,,,,-0,-0,Delvert,boulevard Italie,49,Paris,Paris,France,oui,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=49+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,51,Delvert,,,,-0,-0,Delvert,boulevard Italie,49,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=49+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,53,Bonheim et Delvert (Melles),,F,Melle,-0,-0,Bonheim et Delvert,boulevard Italie,53,Paris,Paris,France,oui,plus d'une personne même sexe,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=53+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,57,Fabry,,,,-0,-0,Fabry,boulevard Italie,55,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=55+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,59,Fabry,,,,-0,-0,Fabry,boulevard Italie,55,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=55+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,61,Fabry,,,,-0,-0,Fabry,boulevard Italie,55,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=55+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,63,Fabry,,,,-0,-0,Fabry,boulevard Italie,55,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=55+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,65,Ville de Paris,Etat,,,-0,-0,Ville de Paris,-0,-0,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=-0+-0&lat=48.8566&lon=2.3522&limit=100,
boulevard d’Italie,67,Sckickler (Bon),,M,,Baron,-0,Sckickler,place Vendôme,17,Paris,Paris,France,non,,2.32907,48.868141,75001,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=17+place+Vendôme&lat=48.8566&lon=2.3522&limit=100,0.8718945442524727
boulevard d’Italie,69,Ville de Paris,Etat,,,-0,-0,Ville de Paris,-0,-0,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=-0+-0&lat=48.8566&lon=2.3522&limit=100,
boulevard d’Italie,71,Ville de Paris,Etat,,,-0,-0,Ville de Paris,-0,-0,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=-0+-0&lat=48.8566&lon=2.3522&limit=100,
boulevard d’Italie,73,Lebeuve,,,,-0,-0,Lebeuve,rue Montebello,13,Paris,Paris,France,non,,2.302327,48.829475,75015,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=13+rue+Montebello&lat=48.8566&lon=2.3522&limit=100,0.6455624800794798
boulevard d’Italie,75,Maugin,,,,-0,-0,Maugin,boulevard Italie,75,Paris,Paris,France,oui,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=75+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5915908833725783
boulevard d’Italie,77,Cailar,,,,-0,-0,Cailar,rue St Maur,26,Paris,Paris,France,non,,2.372711,48.870636,75010,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=26+rue+St+Maur&lat=48.8566&lon=2.3522&limit=100,0.5261669814667773
boulevard d’Italie,89,Cailar,,,,-0,-0,Cailar,rue St Maur,26,Paris,Paris,France,non,,2.372711,48.870636,75010,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=26+rue+St+Maur&lat=48.8566&lon=2.3522&limit=100,0.5261669814667773
boulevard d’Italie,91,Gaillard (Hiers),,,,-0,-0,Gaillard,avenue Observatoire,14,Paris,Paris,France,non,,2.336387,48.839475,75014,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=14+avenue+Observatoire&lat=48.8566&lon=2.3522&limit=100,0.6499950582866257
boulevard d’Italie,93,Gaillard (Hiers),,,,-0,-0,Gaillard,avenue Observatoire,14,Paris,Paris,France,non,,2.336387,48.839475,75014,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=14+avenue+Observatoire&lat=48.8566&lon=2.3522&limit=100,0.6499950582866257
boulevard d’Italie,95,Gaillard (Hiers),,,,-0,-0,Gaillard,avenue Observatoire,14,Paris,Paris,France,non,,2.336387,48.839475,75014,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=14+avenue+Observatoire&lat=48.8566&lon=2.3522&limit=100,0.6499950582866257
boulevard d’Italie,97,Gaillard (Hiers),,,,-0,-0,Gaillard,avenue Observatoire,14,Paris,Paris,France,non,,2.336387,48.839475,75014,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=14+avenue+Observatoire&lat=48.8566&lon=2.3522&limit=100,0.6499950582866257
boulevard d’Italie,99,Gaillard (Hiers),,,,-0,-0,Gaillard,avenue Observatoire,14,Paris,Paris,France,non,,2.336387,48.839475,75014,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=14+avenue+Observatoire&lat=48.8566&lon=2.3522&limit=100,0.6499950582866257
boulevard d’Italie,101,Gaillard (Hiers),,,,-0,-0,Gaillard,avenue Observatoire,14,Paris,Paris,France,non,,2.336387,48.839475,75014,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=14+avenue+Observatoire&lat=48.8566&lon=2.3522&limit=100,0.6499950582866257
boulevard d’Italie,103,Lecoursonnois,,,,-0,-0,Lecoursonnois,boulevard Italie,103,Paris,Paris,France,oui,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=103+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,105,Lecoursonnois,,,,-0,-0,Lecoursonnois,boulevard Italie,103,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=103+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,107,Lecoursonnois,,,,-0,-0,Lecoursonnois,boulevard Italie,103,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=103+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,109,Lecoursonnois,,,,-0,-0,Lecoursonnois,boulevard Italie,103,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=103+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,111,Lecoursonnois,,,,-0,-0,Lecoursonnois,boulevard Italie,103,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=103+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,113,Lecoursonnois,,,,-0,-0,Lecoursonnois,boulevard Italie,103,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=103+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,115,Lecoursonnois,,,,-0,-0,Lecoursonnois,boulevard Italie,103,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=103+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,117,Millerand,,,,-0,-0,Millerand,rue Singer,62,Paris,Paris,France,non,,2.273984,48.857177,75016,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=62+rue+Singer&lat=48.8566&lon=2.3522&limit=100,0.8806291602739266
boulevard d’Italie,119,Millerand,,,,-0,-0,Millerand,rue Singer,62,Paris,Paris,France,non,,2.273984,48.857177,75016,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=62+rue+Singer&lat=48.8566&lon=2.3522&limit=100,0.8806291602739266
boulevard d’Italie,121,Millerand,,,,-0,-0,Millerand,rue Singer,62,Paris,Paris,France,non,,2.273984,48.857177,75016,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=62+rue+Singer&lat=48.8566&lon=2.3522&limit=100,0.8806291602739266
boulevard d’Italie,123,Desrochers (Vve),,F,Veuve,-0,-0,Desrochers,faubourg Temple,26,Paris,Paris,France,non,,2.365471,48.868267,75010,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=26+faubourg+Temple&lat=48.8566&lon=2.3522&limit=100,0.5618689978728811
boulevard d’Italie,125,Naudot,,,,-0,-0,Naudot,rue Donizetti,6,Paris,Paris,France,non,,2.265097,48.848219,75016,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=6+rue+Donizetti&lat=48.8566&lon=2.3522&limit=100,0.880342630412202
boulevard d’Italie,127,Naudot,,,,-0,-0,Naudot,rue Donizetti,6,Paris,Paris,France,non,,2.265097,48.848219,75016,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=6+rue+Donizetti&lat=48.8566&lon=2.3522&limit=100,0.880342630412202
boulevard d’Italie,129,Beauvais (de),,,,-0,de,Beauvais,rue Moines,5,Paris,Paris,France,non,,2.318107,48.887614,75017,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=5+rue+Moines&lat=48.8566&lon=2.3522&limit=100,0.6811712968757557
boulevard d’Italie,131,Beauvais (de),,,,-0,de,Beauvais,rue Moines,5,Paris,Paris,France,non,,2.318107,48.887614,75017,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=5+rue+Moines&lat=48.8566&lon=2.3522&limit=100,0.6811712968757557
boulevard d’Italie,133,Millerand,,,,-0,-0,Millerand,rue Singer,62,Paris,Paris,France,non,,2.273984,48.857177,75016,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=62+rue+Singer&lat=48.8566&lon=2.3522&limit=100,0.8806291602739266
boulevard d’Italie,135,Millerand,,,,-0,-0,Millerand,rue Singer,62,Paris,Paris,France,non,,2.273984,48.857177,75016,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=62+rue+Singer&lat=48.8566&lon=2.3522&limit=100,0.8806291602739266
boulevard d’Italie,137,Loyer,,,,-0,-0,Loyer,rue Lecourbe,112,Paris,Paris,France,non,,2.302838,48.842768,75015,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=112+rue+Lecourbe&lat=48.8566&lon=2.3522&limit=100,0.8826360919343936
boulevard d’Italie,139,Loyer,,,,-0,-0,Loyer,rue Lecourbe,112,Paris,Paris,France,non,,2.302838,48.842768,75015,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=112+rue+Lecourbe&lat=48.8566&lon=2.3522&limit=100,0.8826360919343936
boulevard d’Italie,141,Aumont,,,,-0,-0,Aumont,boulevard Italie,143,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=143+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,143,Aumont,,,,-0,-0,Aumont,boulevard Italie,143,Paris,Paris,France,oui,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=143+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,145,Simon,,,,-0,-0,Simon,boulevard Italie,145,Paris,Paris,France,oui,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=145+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,147,Simon,,,,-0,-0,Simon,boulevard Italie,145,Paris,Paris,France,non,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=145+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,149,Monnier,,,,-0,-0,Monnier,boulevard Italie,149,Paris,Paris,France,oui,,2.3398,48.871766,75002,https://api-adresse.data.gouv.fr,https://api-adresse.data.gouv.fr/search/?q=149+boulevard+Italie&lat=48.8566&lon=2.3522&limit=100,0.5728408833725782
boulevard d’Italie,151,Borne,,,,-0,-0,Borne,rue St Mandé,20,Paris,Paris,France,non,,,,,,https://api-adresse.data.gouv.fr/search/?q=20+rue+St+Mandé&lat=48.8566&lon=2.3522&limit=100,
